title,UMAP1,UMAP2
Denaturing gradient gel electrophoresis profiles of 16S rRNA-defined populations inhabiting a hot spring microbial mat community,1.1421734,7.8939414
Biodiversity of Vibrios,2.6040359,4.226598
The genome sequence of the filamentous fungus Neurospora crassa,3.141963,4.1258664
Spectroscopic and Photochemical Characterization of a Deep Ocean Proteorhodopsin,0.3578221,6.1861753
Molecular microbial diversity of an agricultural soil in Wisconsin,3.115905,8.900066
Genomics of the group of organisms,2.7377477,4.335986
Archaeal DNA Replication: Identifying the Pieces to Solve a Puzzle,6.194401,1.1188884
A novel method for multiple alignment of sequences with repeated and shuffled elements,10.179997,8.2887535
Escherichia coli K-12: a cooperatively developed annotation snapshot--2005,7.918333,3.2389739
Marine Fungi: Their Ecology and Molecular Diversity,2.3430433,8.218715
"Biogeochemical processes and geotechnical applications: progress, opportunities and challenges",5.450747,5.8170867
A comprehensive two-hybrid analysis to explore the yeast protein interactome,7.64297,4.8167586
Environmental Genomics Reveals a Single-Species Ecosystem Deep Within Earth,1.819714,4.818173
NLRP6 Inflammasome Regulates Colonic Microbial Ecology and Risk for Colitis,-1.1713955,9.9043045
Bacterial Genomics and Pathogen Evolution,2.6646714,4.040665
Overexpression of a Transporter Gene in a Multidrug-Resistant Human Lung Cancer Cell Line,6.038245,1.223541
Generation of Multimillion-Sequence 16S rRNA Gene Libraries from Complex Microbial Communities by Assembling Paired-End Illumina Reads,6.9720407,10.027627
Notes on the characterization of prokaryote strains for taxonomic purposes,5.8449945,7.5350156
A framework for variation discovery and genotyping using next-generation DNA sequencing data,8.353215,9.316411
AMD biofilms: using model communities to study microbial evolution and ecological complexity in nature,3.404215,6.6368294
MCM Proteins in DNA Replication,5.3176055,0.73678845
EMPeror: a tool for visualizing high-throughput microbial community data,7.1204147,9.51062
MAKER: An easy-to-use annotation pipeline designed for emerging model organism genomes,9.171459,9.569966
The Host Genotype Affects the Bacterial Community in the Human Gastronintestinal Tract,-1.2879462,10.431133
Lessons from the Cancer Genome,5.4269443,4.825673
Nearly finished genomes produced using gel microdroplet culturing reveal substantial intraspecies genomic diversity within the human microbiome,8.090381,10.388907
Identification and characterization of ecologically significant prokaryotes in the sediment of freshwater lakes: molecular and cultivation studies,5.6215415,6.274251
Potential for Direct Interspecies Electron Transfer in Methanogenic Wastewater Digester Aggregates,-0.4063623,5.6208696
"Silicibacter pomeroyi sp. nov. and Roseovarius nubinhibens sp. nov., dimethylsulfoniopropionate-demethylating bacteria from marine environments",5.0761414,8.487614
Modeling Compositional Heterogeneity,9.734804,7.508195
The sigma70 family of sigma factors.,6.476797,1.4028156
Role of Global Regulators and Nucleotide Metabolism in Antibiotic Tolerance in Escherichia coli,6.98203,1.9004593
ConSurf 2010: calculating evolutionary conservation in sequence and structure of proteins and nucleic acids,10.432582,6.335587
The complete genome sequence of the murine respiratory pathogen Mycoplasma pulmonis,4.610566,2.351512
RAxML-VI-HPC: maximum likelihood-based phylogenetic analyses with thousands of taxa and mixed models,9.236976,8.840509
Ecological Aspects of the Distribution of Different Autotrophic CO 2 Fixation Pathways,0.6914682,6.022468
Microbial Provinces in the Subseafloor,2.9343178,6.6416183
Expanding the Marine Virosphere Using Metagenomics,2.1123283,3.8637242
DNA barcodes distinguish species of tropical Lepidoptera,6.342314,8.635224
Initial sequencing and analysis of the human genome,7.8415594,9.05063
The Tiniest Tiny Genomes,3.3636496,4.034142
"Diversity, Activity, and Evolution of CRISPR Loci in Streptococcus thermophilus",1.7592307,1.5556579
Analysis of codon usage diversity of bacterial genes with a self-organizing map (SOM) : characterization of horizontally transferred genes with emphasis on the E. coli O157 genome,8.452968,8.523131
Next-Generation Sequencing: From Basic Research to Diagnostics,7.31892,6.85701
A High-Density Rice Genetic Linkage Map with 2275 Markers Using a Single F2 Population,7.2677164,1.5976746
In Posidonia oceanica cadmium induces changes in DNA methylation and chromatin patterning,6.809795,6.415675
Antibiotic Susceptibility Profiles of Escherichia coli Strains Lacking Multidrug Efflux Pump Genes,6.094306,2.5822964
Global Patterns of Bacterial Beta-Diversity in Seafloor and Seawater Ecosystems,1.3350471,7.3615174
The Genome Sequence of the SARS-Associated Coronavirus,3.324237,8.398358
Cultivation of a thermophilic ammonia oxidizing archaeon synthesizing crenarchaeol,-0.0787218,5.5606337
Comprehensive comparative-genomic analysis of Type 2 toxin-antitoxin systems and related mobile stress response systems in prokaryotes,2.3497663,1.7360218
The evolution of vision,4.068822,4.5681357
Diversity of the Human Intestinal Microbial Flora,-1.112924,10.731745
Expansion of intestinal Prevotella copri correlates with enhanced susceptibility to arthritis,-1.2589545,10.163561
Origin of replication in circular prokaryotic chromosomes,5.9447756,0.43961066
The Mosaic Genome of Anaeromyxobacter dehalogenans Strain 2CP-C Suggests an Aerobic Common Ancestor to the Delta-Proteobacteria,2.611228,4.1870227
Diversity and depth-specific distribution of SAR11 cluster rRNA genes from marine planktonic bacteria,2.7651038,8.880231
"Deep sequencing of the viral phoH gene reveals temporal variation, depth-specific composition, and persistent dominance of the same viral phoH genes in the Sargasso Sea",1.2872903,7.7452526
A survey of the methods for the characterization of microbial consortia and communities,6.855671,8.942926
PROMALS: towards accurate multiple sequence alignments of distantly related proteins,10.810393,5.466495
Bioprospecting metagenomes: glycosyl hydrolases for converting biomass,4.9535937,6.283109
Ecological Genomics of Marine Roseobacters,1.338928,4.5197635
Viral dark matter and virus–host interactions resolved from publicly available microbial genomes,1.9724156,2.6460981
Simultaneous assay of every Salmonella Typhi gene using one million transposon mutants,8.343491,2.3507934
The COG database: new developments in phylogenetic classification of proteins from complete genomes,10.089319,6.7619457
Archaea and the prokaryote-to-eukaryote transition,4.140877,5.0430455
Expanding metabolism for biosynthesis of nonnatural alcohols,6.943329,4.810552
Minimal Reaction Sets for Escherichia coli Metabolism under Different Growth Requirements and Uptake Environments,-0.412105,5.007801
"Thioprofundum hispidum sp. nov., an obligately chemolithoautotrophic sulfur-oxidizing gammaproteobacterium isolated from the hydrothermal field on Suiyo Seamount, and proposal of Thioalkalispiraceae fam. nov. in the order Chromatiales",5.1063867,8.488291
"Composition of the adult digestive tract bacterial microbiome based on seven mouth surfaces, tonsils, throat and stool samples",-1.2440531,10.634786
Individual diet has sex-dependent effects on vertebrate gut microbiota,-1.2136568,9.16437
CRISPR/Cas System and Its Role in Phage-Bacteria Interactions,1.810009,1.4764527
The Draft Genome of Ciona intestinalis : Insights into Chordate and Vertebrate Origins,3.2899032,4.1929574
"Global Iron Connections Between Desert Dust, Ocean Biogeochemistry, and Climate",-0.847676,7.106336
Microbial Communities from Methane Hydrate-Bearing Deep Marine Sediments in a Forearc Basin,1.3576597,8.06987
Forces during Bacteriophage DNA Packaging and Ejection,2.9949665,1.3732282
Whole genome sequencing of meticillin-resistant Staphylococcus aureus,3.777313,3.2686524
Light matters: phototaxis and signal transduction in unicellular cyanobacteria,7.2818327,2.157264
Urban aerosols harbor diverse and dynamic bacterial populations,2.3867755,7.0520687
Artemis: sequence visualization and annotation,9.7570915,8.746679
Fast gapped-read alignment with Bowtie 2,8.857672,10.2465925
Phylogenomics of T4 cyanophages: lateral gene transfer in the 'core' and origins of host genes,3.1120212,3.9174123
Laboratory Cultivation of Widespread and PreviouslyUncultured SoilBacteria,3.0936303,8.908443
A Gripping Tale of Ribosomal Frameshifting: Extragenic Suppressors of Frameshift Mutations Spotlight P-Site Realignment,7.7668667,2.3609266
Ancient and modern environmental DNA,6.7310596,9.335992
Viral Population Estimation Using Pyrosequencing,7.1597977,9.791527
EcoCyc: fusing model organism databases with systems biology,9.5447235,6.965781
Phylogenetic analysis of ribosomal RNA operons from uncultivated coastal marine bacterioplankton,3.0895886,8.935791
The Early Evolution of Eukaryotes: A Geological Perspective,3.8725264,4.8150315
Gut Immune Maturation Depends on Colonization with a Host-Specific Microbiota,-1.141763,10.543346
Marine bacteria and biogeochemical cycling of iron in the oceans,-1.2545893,6.1138744
"Autoinducer 2 Controls Biofilm Formation in Escherichia coli through a Novel Motility Quorum-Sensing Regulator (MqsR, B3022)",7.563157,1.9307443
TREE-PUZZLE: maximum likelihood phylogenetic analysis using quartets and parallel computing,9.551859,9.126585
Toxic Microcystis is Widespread in Lake Erie: PCR Detection of Toxin Genes and Molecular Characterization of Associated Cyanobacterial Communities,-2.2373521,7.1504197
Protein Interactions Limit the Rate of Evolution of Photosynthetic Genes in Cyanobacteria,8.168261,2.9611773
Viruses and protists cause similar bacterial mortality in coastal seawater,-0.8825325,7.245766
Metagenomic Characterization of Chesapeake Bay Virioplankton,2.0921326,3.75654
Relationship of total viable and culturable cells in epiphytic populations of Pseudomonas syringae,3.392812,10.890482
"Identification of a thiamin-dependent synthase in Escherichia coli required for the formation of the 1-deoxy- d -xylulose 5-phosphate precursor to isoprenoids, thiamin, and pyridoxol",6.3284593,2.4178176
Comparative Cataloging of 16S Ribosomal Ribonucleic Acid: Molecular Approach to Procaryotic Systematics,5.6230435,8.030163
Metagenomic Analyses: Past and Future Trends,3.6845036,6.7643566
A Survey of Text Similarity Approaches,10.2049885,8.151015
Using the Acropora digitifera genome to understand coral responses to environmental change,3.4887905,4.398634
The microflagellate‐picoplankton food linkage in the water column of Lake Biwa,-0.2749753,6.7503777
DNA barcoding Australia's fish species,5.2626967,8.624518
A Global Map of p53 Transcription-Factor Binding Sites in the Human Genome,8.80127,4.651219
"Phylogeny of Microorganisms Populating a Thick, Subaerial, Predominantly Lithotrophic Biofilm at an Extreme Acid Mine Drainage Site",3.2997043,8.712473
Assembling millions of short DNA sequences using SSAKE,8.475837,10.22247
Interactions in the microbiome: communities of organisms and communities of genes,3.0159798,6.665644
Bimodal protein solubility distribution revealed by an aggregation analysis of the entire ensemble of Escherichia coli proteins,9.988317,4.3732095
Evidence that the Extracytoplasmic Function Sigma Factor ς E Is Required for Normal Cell Wall Structure in Streptomyces coelicolor A3 (2),7.5681677,2.0321782
The NIH Human Microbiome Project,0.16875204,9.97185
"Psychrobacter cryohalolentis sp. nov. and Psychrobacter arcticus sp. nov., isolated from Siberian permafrost",5.242141,8.5518265
Use of Flow Cytometry to Measure Biogeochemical Rates and Processes in the Ocean,4.3515162,6.6022553
Next-generation sequencing technologies and their implications for crop genetics and breeding,7.796988,7.355332
Characterising the bacterial microbiota across the gastrointestinal tracts of dairy cattle: membership and potential function,-1.0567168,10.88779
